product,acd,final_pnl,sharpe
VELVETFRUIT_EXTRACT,1.5,56101.0,1.8952374489038224
VELVETFRUIT_EXTRACT,3,72541.0,2.1919456903811163
VELVETFRUIT_EXTRACT,2,56101.0,1.8952374489038224
VELVETFRUIT_EXTRACT,2.5,75421.0,2.313590093738293
VELVETFRUIT_EXTRACT,4.5,58304.0,1.7299363063013473
VELVETFRUIT_EXTRACT,4,58304.0,1.7299363063013473
VELVETFRUIT_EXTRACT,5,58304.0,1.7299363063013473
VELVETFRUIT_EXTRACT,3.5,59807.0,1.77390666505665
