product,k_taker_only,scale,final_pnl,sharpe
VEV_5300,0.9799999999999999,0.7,50729.0,2.53311643380848
VEV_5300,1.4,1.0,49684.0,2.8310977740964565
VEV_5300,1.19,0.85,48624.0,2.5718208932731295
VEV_5300,1.6099999999999999,1.15,42381.0,2.722773831915762
VEV_5300,1.8199999999999998,1.3,28931.0,2.080628836840949
VEV_5300,2.0999999999999996,1.5,23659.0,1.9422264917944558
