
[  99/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 79.000 PnL=   62552.0 ETA= 1806.7s
[ 100/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 32.000 DELTA_Q_ULTRA= 76.000 PnL=   62764.0 ETA= 1784.5s
[ 101/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 80.000 PnL=   62747.0 ETA= 1762.8s
[ 102/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 74.000 PnL=   62364.0 ETA= 1741.6s
[ 103/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 79.000 PnL=   62985.0 ETA= 1720.7s
[ 104/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 78.000 PnL=   62496.0 ETA= 1700.3s
[ 105/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 79.000 PnL=   62717.0 ETA= 1680.2s
[ 106/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 32.000 DELTA_Q_ULTRA= 75.000 PnL=   62582.0 ETA= 1660.5s
[ 107/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 80.000 PnL=   62645.0 ETA= 1641.2s
[ 108/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 78.000 PnL=   62960.0 ETA= 1622.2s
[ 109/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 77.000 PnL=   62562.0 ETA= 1603.6s
[ 110/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 78.000 PnL=   62617.0 ETA= 1585.3s
[ 111/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 79.000 PnL=   62645.0 ETA= 1567.4s
[ 112/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 77.000 PnL=   62803.0 ETA= 1549.8s
[ 113/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 76.000 PnL=   62562.0 ETA= 1532.5s
[ 114/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 77.000 PnL=   62727.0 ETA= 1515.5s
[ 115/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 78.000 PnL=   62657.0 ETA= 1498.7s
[ 116/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 76.000 PnL=   62768.0 ETA= 1482.3s
[ 117/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 75.000 PnL=   62514.0 ETA= 1466.2s
[ 118/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 76.000 PnL=   62727.0 ETA= 1450.3s
[ 119/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 77.000 PnL=   62665.0 ETA= 1434.7s
[ 120/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 75.000 PnL=   62586.0 ETA= 1419.4s
[ 121/539] DELTA_Q_TARGET= 24.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 74.000 PnL=   62400.0 ETA= 1404.3s
[ 122/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 32.000 DELTA_Q_ULTRA= 78.000 PnL=   62900.0 ETA= 1389.4s
[ 123/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 38.000 DELTA_Q_ULTRA= 75.000 PnL=   62563.0 ETA= 1374.8s
[ 124/539] DELTA_Q_TARGET= 22.000 DELTA_Q_EXTREME= 42.000 DELTA_Q_ULTRA= 76.000 PnL=   62635.0 ETA= 1360.5s
[ 125/539] DELTA_Q_TARGET= 21.000 DELTA_Q_EXTREME= 37.000 DELTA_Q_ULTRA= 74.000 PnL=   62463.0 ETA= 1346.3s
[ 126/539] DELTA_Q_TARGET= 23.000 DELTA_Q_EXTREME= 34.000 DELTA_Q_ULTRA= 80.000 PnL=   62747.0 ETA= 1332.4s
