product,k_entry,k_active,entry_scale,active_scale,final_pnl,sharpe
VEV_4500,0.75,3.0,0.75,0.75,9379.5,1.568302431345054
VEV_4500,1.0,3.0,1.0,0.75,9379.5,1.568302431345054
VEV_4500,1.1,3.0,1.1,0.75,9379.5,1.568302431345054
VEV_4500,0.9,3.0,0.9,0.75,9379.5,1.568302431345054
VEV_4500,1.25,3.0,1.25,0.75,9379.5,1.568302431345054
VEV_4500,0.75,3.6,0.75,0.9,9379.5,1.568302431345054
VEV_4500,0.9,3.6,0.9,0.9,9379.5,1.568302431345054
VEV_4500,1.0,3.6,1.0,0.9,9379.5,1.568302431345054
VEV_4500,1.25,3.6,1.25,0.9,9379.5,1.568302431345054
VEV_4500,0.9,4.0,0.9,1.0,9379.5,1.568302431345054
VEV_4500,1.1,3.6,1.1,0.9,9379.5,1.568302431345054
VEV_4500,0.75,4.0,0.75,1.0,9379.5,1.568302431345054
VEV_4500,0.75,4.4,0.75,1.1,9379.5,1.568302431345054
VEV_4500,1.1,4.0,1.1,1.0,9379.5,1.568302431345054
VEV_4500,1.25,4.0,1.25,1.0,9379.5,1.568302431345054
VEV_4500,1.0,4.0,1.0,1.0,9379.5,1.568302431345054
VEV_4500,1.25,4.4,1.25,1.1,9379.5,1.568302431345054
VEV_4500,1.0,4.4,1.0,1.1,9379.5,1.568302431345054
VEV_4500,0.9,4.4,0.9,1.1,9379.5,1.568302431345054
VEV_4500,1.1,4.4,1.1,1.1,9379.5,1.568302431345054
VEV_4500,0.9,5.0,0.9,1.25,9379.5,1.568302431345054
VEV_4500,0.75,5.0,0.75,1.25,9379.5,1.568302431345054
VEV_4500,1.0,5.0,1.0,1.25,9379.5,1.568302431345054
VEV_4500,1.1,5.0,1.1,1.25,9379.5,1.568302431345054
VEV_4500,1.25,5.0,1.25,1.25,9379.5,1.568302431345054
VEV_4500,0.75,5.6,0.75,1.4,9379.5,1.568302431345054
VEV_4500,0.9,5.6,0.9,1.4,9379.5,1.568302431345054
VEV_4500,1.0,5.6,1.0,1.4,9379.5,1.568302431345054
VEV_4500,1.1,5.6,1.1,1.4,9379.5,1.568302431345054
VEV_4500,1.25,5.6,1.25,1.4,9379.5,1.568302431345054
