product,halflife,threshold_scale,threshold_value,final_pnl,sharpe
VEV_4500,1500,0.5,5.0,10938.5,0.962603105455156
VEV_4500,500,0.5,5.0,10938.5,0.962603105455156
VEV_4500,10000,0.5,5.0,10938.5,0.962603105455156
VEV_4500,4000,0.5,5.0,10938.5,0.962603105455156
VEV_4500,500,0.75,7.5,10472.5,1.252730109911821
VEV_4500,1500,0.75,7.5,10472.5,1.252730109911821
VEV_4500,25000,0.5,5.0,10938.5,0.962603105455156
VEV_4500,4000,0.75,7.5,10472.5,1.252730109911821
VEV_4500,1500,1.0,10.0,9879.5,1.32817680656305
VEV_4500,500,1.0,10.0,9879.5,1.32817680656305
VEV_4500,10000,0.75,7.5,10472.5,1.252730109911821
VEV_4500,25000,0.75,7.5,10472.5,1.252730109911821
VEV_4500,10000,1.0,10.0,9879.5,1.32817680656305
VEV_4500,4000,1.0,10.0,9879.5,1.32817680656305
VEV_4500,500,1.5,15.0,8067.0,1.9422146749674594
VEV_4500,25000,1.0,10.0,9879.5,1.32817680656305
VEV_4500,1500,1.5,15.0,8067.0,1.9422146749674594
VEV_4500,10000,1.5,15.0,8067.0,1.9422146749674594
VEV_4500,25000,1.5,15.0,8067.0,1.9422146749674594
VEV_4500,4000,1.5,15.0,8067.0,1.9422146749674594
VEV_4500,1500,2.0,20.0,5460.5,2.316071286758584
VEV_4500,4000,2.0,20.0,5460.5,2.316071286758584
VEV_4500,10000,2.0,20.0,5460.5,2.316071286758584
VEV_4500,500,2.0,20.0,5460.5,2.316071286758584
VEV_4500,25000,2.0,20.0,5460.5,2.316071286758584
