product,threshold,final_pnl,sharpe
VEV_5000,1,-38712.0,-0.7716375919812818
VEV_5000,3,-4130.0,-0.08325676822422871
VEV_5000,6,31004.0,0.6425746557559063
VEV_5000,9,53598.0,1.1565503098791292
VEV_5000,18,83991.0,2.0564530927454228
VEV_5000,15,76586.0,1.8093390624536856
VEV_5000,12,68242.0,1.5383349104448094
VEV_5000,21,83477.0,2.1597755804835206
VEV_5000,50,0.0,0.0
VEV_5000,40,38784.0,2.7150885862726795
VEV_5000,25,67129.0,2.132363325092807
VEV_5000,30,55269.0,2.077876748657486
