product,acd,final_pnl,sharpe
VEV_5100,2,48608.0,1.7026250846683988
VEV_5100,1,7275.5,0.6477701591521025
VEV_5100,1.5,14370.5,0.7190278887526248
VEV_5100,2.5,90232.0,2.370799167322107
VEV_5100,3.5,63498.0,1.6625210111766187
VEV_5100,3,63779.0,1.671866874929854
VEV_5100,4,63498.0,1.6625210111766187
VEV_5100,4.5,63498.0,1.6625210111766187
