product,acd,final_pnl,sharpe
VEV_5500,0.75,0.0,0.0
VEV_5500,0.5,0.0,0.0
VEV_5500,1,0.0,0.0
VEV_5500,0.25,0.0,0.0
VEV_5500,3,0.0,0.0
VEV_5500,2.5,0.0,0.0
VEV_5500,1.5,0.0,0.0
VEV_5500,2,0.0,0.0
