product,k_taker_only,scale,final_pnl,sharpe
VEV_5300,0.9799999999999999,0.7,50729.0,2.53311643380848
VEV_5300,0.77,0.55,46501.0,2.1957429463949523
VEV_5300,0.63,0.45,42573.0,1.9444897766838272
VEV_5300,0.48999999999999994,0.35,39851.0,1.7698632506984173
VEV_5300,1.19,0.85,48624.0,2.5718208932731295
VEV_5300,1.4,1.0,49684.0,2.8310977740964565
VEV_5300,1.6099999999999999,1.15,42381.0,2.722773831915762
