product,k_taker_only,scale,final_pnl,sharpe
VEV_5200,1.7249999999999999,1.15,40545.0,2.2757176179012553
VEV_5200,1.275,0.85,60329.0,2.5064599586994
VEV_5200,1.0499999999999998,0.7,74533.0,2.852812836118816
VEV_5200,1.5,1.0,52144.0,2.4048041618412452
VEV_5200,1.9500000000000002,1.3,36294.0,2.3002546211754233
VEV_5200,2.25,1.5,24240.0,1.7409414073648628
