product,halflife,threshold_scale,threshold_value,final_pnl,sharpe
VEV_5000,1500,0.5,9.0,61519.0,1.4373814753439318
VEV_5000,4000,0.5,9.0,61519.0,1.4373814753439318
VEV_5000,500,0.5,9.0,61519.0,1.4373814753439318
VEV_5000,10000,0.5,9.0,61519.0,1.4373814753439318
VEV_5000,25000,0.5,9.0,61519.0,1.4373814753439318
VEV_5000,1500,0.75,13.5,76533.0,1.9688304482962342
VEV_5000,4000,0.75,13.5,76533.0,1.9688304482962342
VEV_5000,500,0.75,13.5,76533.0,1.9688304482962342
VEV_5000,25000,0.75,13.5,76533.0,1.9688304482962342
VEV_5000,500,1.0,18.0,87390.5,2.4732897725656073
VEV_5000,10000,0.75,13.5,76533.0,1.9688304482962342
VEV_5000,1500,1.0,18.0,87390.5,2.4732897725656073
VEV_5000,500,1.5,27.0,46225.5,1.92504816542842
VEV_5000,10000,1.0,18.0,87390.5,2.4732897725656073
VEV_5000,4000,1.0,18.0,87390.5,2.4732897725656073
VEV_5000,25000,1.0,18.0,87390.5,2.4732897725656073
VEV_5000,1500,1.5,27.0,46225.5,1.92504816542842
VEV_5000,4000,1.5,27.0,46225.5,1.92504816542842
VEV_5000,10000,1.5,27.0,46225.5,1.92504816542842
VEV_5000,25000,1.5,27.0,46225.5,1.92504816542842
VEV_5000,500,2.0,36.0,33257.5,2.9163267056939715
VEV_5000,1500,2.0,36.0,33257.5,2.9163267056939715
VEV_5000,4000,2.0,36.0,33257.5,2.9163267056939715
VEV_5000,10000,2.0,36.0,33257.5,2.9163267056939715
VEV_5000,25000,2.0,36.0,33257.5,2.9163267056939715
