product,threshold,final_pnl,sharpe
VEV_5500,0.5,2798.0,0.36781988478170285
VEV_5500,1.5,5085.0,0.8637650772214648
VEV_5500,1,4412.0,0.6203575897080529
VEV_5500,0.25,1036.0,0.13412306691372908
VEV_5500,2,4478.0,0.7954129492031375
VEV_5500,5,0.0,0.0
VEV_5500,3,3538.0,1.0267537571116419
VEV_5500,4,0.0,0.0
VEV_5500,8,0.0,0.0
VEV_5500,12,0.0,0.0
VEV_5500,16,0.0,0.0
VEV_5500,6,0.0,0.0
