product,k_taker_only,scale,final_pnl,sharpe
VEV_5000,1.5,1.0,97197.0,2.6307411604272373
VEV_5000,1.275,0.85,88577.0,2.2211734438320505
VEV_5000,1.7249999999999999,1.15,80985.0,2.5122853131757448
VEV_5000,1.0499999999999998,0.7,76077.0,1.8422823954774965
VEV_5000,1.9500000000000002,1.3,62130.0,2.295546521310596
VEV_5000,2.25,1.5,38104.0,2.6019499865102738
