product,threshold,final_pnl,sharpe
VEV_5300,2,21618.0,0.9401960367701745
VEV_5300,0.5,10546.0,0.44506471824881894
VEV_5300,3,27501.0,1.2458720072319323
VEV_5300,1,15377.0,0.6539112852121037
VEV_5300,5,31659.0,1.5434388315500114
VEV_5300,4,31722.0,1.4940056988006958
VEV_5300,6,33383.0,1.72002389359923
VEV_5300,8,38241.0,2.1861401533094047
VEV_5300,22,0.0,0.0
VEV_5300,12,20492.0,1.5730772149241823
VEV_5300,10,27562.0,1.82719597662746
VEV_5300,16,12372.0,1.7235413704786657
