product,k_taker_only,scale,final_pnl,sharpe
VEV_5100,1.5,1.0,80236.0,2.7010108276030564
VEV_5100,1.275,0.85,95011.0,2.855107603179189
VEV_5100,1.0499999999999998,0.7,101443.0,2.8652550673031376
VEV_5100,1.7249999999999999,1.15,59034.0,2.2114043491646758
VEV_5100,2.25,1.5,33650.5,1.7236206823767717
VEV_5100,1.9500000000000002,1.3,49449.0,2.064908378847444
