round,days,K,K_take,K_quote,final_pnl
2,"-1,0,1",7.5,3.0,10.0,59633.0
2,"-1,0,1",7.5,3.5,10.0,59338.0
2,"-1,0,1",7.5,4.0,10.0,59338.0
2,"-1,0,1",7.5,4.5,10.0,59321.0
2,"-1,0,1",7.5,5.0,10.0,59321.0
2,"-1,0,1",7.5,5.5,10.0,59113.0
2,"-1,0,1",7.5,6.0,10.0,59113.0
2,"-1,0,1",8.0,2.0,10.0,59640.0
2,"-1,0,1",8.0,2.5,10.0,59640.0
2,"-1,0,1",8.0,3.0,10.0,59640.0
2,"-1,0,1",8.0,3.5,10.0,59371.0
2,"-1,0,1",8.0,4.0,10.0,59371.0
2,"-1,0,1",8.0,4.5,10.0,59337.0
2,"-1,0,1",8.0,5.0,10.0,59337.0
2,"-1,0,1",8.0,5.5,10.0,59119.0
2,"-1,0,1",8.0,6.0,10.0,59119.0
2,"-1,0,1",8.5,2.0,10.0,59601.0
2,"-1,0,1",8.5,2.5,10.0,59601.0
2,"-1,0,1",8.5,3.0,10.0,59601.0
2,"-1,0,1",8.5,3.5,10.0,59346.0
2,"-1,0,1",8.5,4.0,10.0,59346.0
2,"-1,0,1",8.5,4.5,10.0,59284.0
2,"-1,0,1",8.5,5.0,10.0,59284.0
2,"-1,0,1",8.5,5.5,10.0,59064.0
2,"-1,0,1",8.5,6.0,10.0,59064.0
2,"-1,0,1",9.0,2.0,10.0,59490.0
2,"-1,0,1",9.0,2.5,10.0,59490.0
2,"-1,0,1",9.0,3.5,10.0,59349.0
2,"-1,0,1",9.0,3.0,10.0,59490.0
2,"-1,0,1",9.0,4.0,10.0,59349.0
2,"-1,0,1",9.0,4.5,10.0,59247.0
2,"-1,0,1",9.0,5.0,10.0,59247.0
2,"-1,0,1",9.0,5.5,10.0,59052.0
2,"-1,0,1",9.0,6.0,10.0,59052.0
2,"-1,0,1",9.5,2.0,10.0,59360.0
2,"-1,0,1",9.5,2.5,10.0,59360.0
2,"-1,0,1",9.5,3.0,10.0,59360.0
2,"-1,0,1",9.5,3.5,10.0,59258.0
2,"-1,0,1",9.5,4.0,10.0,59258.0
2,"-1,0,1",9.5,4.5,10.0,59155.0
2,"-1,0,1",9.5,5.0,10.0,59155.0
2,"-1,0,1",9.5,5.5,10.0,58992.0
2,"-1,0,1",9.5,6.0,10.0,58992.0
2,"-1,0,1",10.0,2.5,10.0,59207.0
2,"-1,0,1",10.0,2.0,10.0,59207.0
2,"-1,0,1",10.0,3.0,10.0,59207.0
2,"-1,0,1",10.0,3.5,10.0,59117.0
2,"-1,0,1",10.0,4.0,10.0,59117.0
2,"-1,0,1",10.0,4.5,10.0,59073.0
2,"-1,0,1",10.0,5.0,10.0,59073.0
2,"-1,0,1",10.0,5.5,10.0,58963.0
2,"-1,0,1",10.0,6.0,10.0,58963.0
