timestamp,portfolio_pnl,drawdown,PEBBLES_XS,PEBBLES_S,PEBBLES_M,PEBBLES_L,PEBBLES_XL
384500,6029.0,35.0,-681.0,3089.0,4456.0,-6397.0,5562.0
384600,6025.0,39.0,-617.0,3113.0,4456.0,-6453.0,5526.0
384700,6027.0,37.0,-695.0,3077.0,4376.0,-6341.0,5610.0
384800,6027.0,37.0,-717.0,3069.0,4520.0,-6435.0,5590.0
384900,6027.0,37.0,-769.0,3163.0,4540.0,-6419.0,5512.0
385000,6031.0,33.0,-821.0,3113.0,4544.0,-6487.0,5682.0
385100,6025.0,39.0,-777.0,3053.0,4454.0,-6443.0,5738.0
385200,6023.0,41.0,-881.0,3081.0,4460.0,-6503.0,5866.0
385300,6025.0,39.0,-1069.0,3097.0,4368.0,-6495.0,6124.0
385400,6025.0,39.0,-1041.0,3149.0,4336.0,-6503.0,6084.0
385500,6027.0,37.0,-1121.0,3125.0,4420.0,-6451.0,6054.0
385600,6027.0,37.0,-1145.0,3109.0,4344.0,-6555.0,6274.0
385700,6029.0,35.0,-1305.0,3061.0,4448.0,-6523.0,6348.0
385800,6029.0,35.0,-1253.0,3093.0,4388.0,-6521.0,6322.0
385900,6031.0,33.0,-1317.0,2965.0,4396.0,-6511.0,6498.0
386000,6025.0,39.0,-1361.0,2953.0,4488.0,-6523.0,6468.0
386100,6027.0,37.0,-1377.0,3065.0,4464.0,-6517.0,6392.0
386200,6025.0,39.0,-1417.0,3037.0,4472.0,-6573.0,6506.0
386300,6029.0,35.0,-1513.0,3001.0,4412.0,-6569.0,6698.0
386400,6025.0,39.0,-1601.0,3057.0,4424.0,-6479.0,6624.0
386500,6031.0,33.0,-1649.0,3025.0,4376.0,-6567.0,6846.0
386600,6027.0,37.0,-1745.0,2887.0,4348.0,-6551.0,7088.0
386700,6025.0,39.0,-1737.0,2789.0,4352.0,-6703.0,7324.0
386800,6027.0,37.0,-1681.0,2797.0,4416.0,-6605.0,7100.0
386900,6027.0,37.0,-1741.0,2849.0,4492.0,-6633.0,7060.0
387000,6025.0,39.0,-1729.0,2821.0,4480.0,-6647.0,7100.0
387100,6029.0,35.0,-1677.0,2817.0,4352.0,-6587.0,7124.0
387200,6027.0,37.0,-1705.0,2733.0,4390.0,-6615.0,7224.0
387300,6033.0,31.0,-1589.0,2669.0,4300.0,-6619.0,7272.0
387400,6023.0,41.0,-1607.0,2649.0,4272.0,-6607.0,7316.0
387500,6027.0,37.0,-1645.0,2709.0,4276.0,-6555.0,7242.0
387600,6027.0,37.0,-1691.0,2789.0,4336.0,-6583.0,7176.0
387700,6027.0,37.0,-1659.0,2785.0,4360.0,-6527.0,7068.0
387800,6025.0,39.0,-1689.0,2801.0,4372.0,-6523.0,7064.0
387900,6086.0,0.0,-1565.0,2829.0,4317.0,-6566.0,7071.0
388000,6083.0,3.0,-1529.0,2787.0,4281.0,-6434.0,6978.0
388100,6080.0,6.0,-1607.0,2817.0,4299.0,-6314.0,6885.0
388200,6080.0,6.0,-1679.0,2739.0,4257.0,-6416.0,7179.0
388300,6086.0,0.0,-1691.0,2715.0,4239.0,-6347.0,7170.0
388400,6080.0,6.0,-1523.0,2703.0,4281.0,-6281.0,6900.0
388500,6080.0,6.0,-1505.0,2721.0,4299.0,-6155.0,6720.0
388600,6080.0,6.0,-1655.0,2475.0,4269.0,-6215.0,7206.0
388700,6077.0,9.0,-1487.0,2427.0,4272.0,-6182.0,7047.0
388800,6080.0,6.0,-1523.0,2385.0,4359.0,-6356.0,7215.0
388900,6086.0,0.0,-1457.0,2433.0,4185.0,-6260.0,7185.0
389000,6080.0,6.0,-1415.0,2397.0,4203.0,-6098.0,6993.0
389100,6080.0,6.0,-1343.0,2511.0,4089.0,-6206.0,7029.0
389200,6080.0,6.0,-1379.0,2463.0,4167.0,-6356.0,7185.0
389300,6089.0,0.0,-1475.0,2433.0,4107.0,-6257.0,7281.0
389400,6080.0,9.0,-1535.0,2445.0,4149.0,-6242.0,7263.0
389500,6083.0,6.0,-1556.0,2409.0,4143.0,-6248.0,7335.0
389600,6186.0,0.0,-1403.0,2399.0,4325.0,-6036.0,6901.0
389700,6191.0,0.0,-1663.0,2419.0,4415.0,-5846.0,6866.0
389800,6191.0,0.0,-1513.0,2689.0,4385.0,-6011.0,6641.0
389900,6191.0,0.0,-1113.0,2589.0,4505.0,-6031.0,6241.0
390000,6186.0,5.0,-983.0,2699.0,4605.0,-6186.0,6051.0
390100,6191.0,0.0,-1193.0,2529.0,4585.0,-6181.0,6451.0
390200,6191.0,0.0,-1293.0,2364.0,4955.0,-6506.0,6671.0
390300,6186.0,5.0,-1393.0,2369.0,5155.0,-6366.0,6421.0
390400,6191.0,0.0,-1373.0,2269.0,5235.0,-6421.0,6481.0
390500,6191.0,0.0,-1433.0,2449.0,5310.0,-6316.0,6181.0
390600,6191.0,0.0,-1613.0,2479.0,5375.0,-6151.0,6101.0
390700,6328.5,0.0,-1633.0,2594.0,5342.5,-6183.5,6208.5
390800,6328.5,0.0,-1568.0,2704.0,5347.5,-6188.5,6033.5
390900,6333.5,0.0,-1603.0,2689.0,5412.5,-6113.5,5948.5
391000,6331.0,2.5,-1618.0,2589.0,5302.5,-6216.0,6273.5
391100,6333.5,0.0,-1633.0,2459.0,5282.5,-6253.5,6478.5
391200,6333.5,0.0,-1628.0,2499.0,5307.5,-6218.5,6373.5
391300,6336.0,0.0,-1618.0,2544.0,5307.5,-6278.5,6381.0
391400,6333.5,2.5,-1673.0,2584.0,5367.5,-6253.5,6308.5
391500,6331.0,5.0,-1670.5,2679.0,5357.5,-6178.5,6143.5
391600,6331.0,5.0,-1565.5,2634.0,5357.5,-6151.0,6056.0
391700,6333.5,2.5,-1668.0,2664.0,5442.5,-6143.5,6038.5
391800,6331.0,5.0,-1813.0,2679.0,5397.5,-6091.0,6158.5
391900,6331.0,5.0,-1813.0,2679.0,5472.5,-6133.5,6126.0
392000,6328.5,7.5,-1818.0,2709.0,5447.5,-6116.0,6106.0
392100,6328.5,7.5,-1843.0,2624.0,5532.5,-5986.0,6001.0
392200,6331.0,5.0,-1848.0,2464.0,5552.5,-5856.0,6018.5
392300,6331.0,5.0,-1768.0,2474.0,5697.5,-5943.5,5871.0
392400,6328.5,7.5,-1678.0,2509.0,5732.5,-5961.0,5726.0
392500,6328.5,7.5,-1918.0,2359.0,5805.0,-6063.5,6146.0
392600,6333.5,2.5,-1988.0,2344.0,5905.0,-6036.0,6108.5
392700,6326.0,10.0,-1958.0,2289.0,5942.5,-6126.0,6178.5
392800,6331.0,5.0,-2123.0,2266.5,5917.5,-6153.5,6423.5
392900,6333.5,2.5,-2178.0,2119.0,5987.5,-6086.0,6491.0
393000,6333.5,2.5,-2103.0,2134.0,5987.5,-6143.5,6458.5
393100,6331.0,5.0,-2108.0,2384.0,6095.0,-6123.5,6083.5
393200,6336.0,0.0,-2060.5,2424.0,6142.5,-6218.5,6048.5
393300,6336.0,0.0,-2110.5,2439.0,6087.5,-6158.5,6078.5
393400,6333.5,2.5,-2023.0,2424.0,6052.5,-6096.0,5976.0
393500,6328.5,7.5,-1848.0,2469.0,6127.5,-6048.5,5628.5
393600,6328.5,7.5,-1828.0,2599.0,6127.5,-6086.0,5516.0
393700,6331.0,5.0,-1723.0,2694.0,6072.5,-6223.5,5511.0
393800,6328.5,7.5,-1753.0,2751.5,6017.5,-6038.5,5351.0
393900,6326.0,10.0,-1763.0,2734.0,5977.5,-6128.5,5506.0
394000,6333.5,2.5,-1863.0,2749.0,5922.5,-6158.5,5683.5
394100,6328.5,7.5,-1870.5,2789.0,5762.5,-6213.5,5861.0
394200,6331.0,5.0,-1963.0,2749.0,5950.0,-6238.5,5833.5
394300,6333.5,2.5,-1808.0,2769.0,5897.5,-6278.5,5753.5
394400,6336.0,0.0,-1815.5,2689.0,5777.5,-6328.5,6013.5
394500,6333.5,2.5,-1905.5,2529.0,5822.5,-6413.5,6301.0
394600,6333.5,2.5,-2023.0,2499.0,5882.5,-6436.0,6411.0
394700,6328.5,7.5,-1953.0,2609.0,6030.0,-6373.5,6016.0
394800,6328.5,7.5,-1928.0,2524.0,6202.5,-6333.5,5863.5
394900,6328.5,7.5,-1908.0,2616.5,6137.5,-6211.0,5693.5
395000,6331.0,5.0,-1910.5,2559.0,6182.5,-6318.5,5818.5
395100,6331.0,5.0,-1913.0,2519.0,6102.5,-6311.0,5933.5
395200,6331.0,5.0,-2013.0,2634.0,6132.5,-6381.0,5958.5
395300,6333.5,2.5,-2090.5,2614.0,6215.0,-6348.5,5943.5
395400,6331.0,5.0,-2208.0,2549.0,6157.5,-6241.0,6073.5
395500,6333.5,2.5,-2198.0,2564.0,6147.5,-6238.5,6058.5
395600,6328.5,7.5,-2188.0,2564.0,6230.0,-6243.5,5966.0
395700,6331.0,5.0,-2208.0,2739.0,6160.0,-6268.5,5908.5
395800,6328.5,7.5,-2173.0,2709.0,6202.5,-6233.5,5823.5
395900,6326.0,10.0,-2238.0,2674.0,6132.5,-6118.5,5876.0
396000,6333.5,2.5,-2135.5,2679.0,6140.0,-6183.5,5833.5
396100,6331.0,5.0,-2068.0,2649.0,6230.0,-6276.0,5796.0
396200,6328.5,7.5,-2038.0,2794.0,6257.5,-6293.5,5608.5
396300,6333.5,2.5,-2028.0,2724.0,6397.5,-6388.5,5628.5
396400,6331.0,5.0,-2095.5,2599.0,6442.5,-6498.5,5883.5
396500,6333.5,2.5,-2078.0,2609.0,6415.0,-6338.5,5726.0
396600,6331.0,5.0,-2018.0,2604.0,6385.0,-6263.5,5623.5
396700,6331.0,5.0,-2023.0,2789.0,6382.5,-6188.5,5371.0
396800,6331.0,5.0,-1968.0,2764.0,6392.5,-6086.0,5228.5
396900,6331.0,5.0,-1875.5,2776.5,6522.5,-6108.5,5016.0
397000,6328.5,7.5,-1838.0,2856.5,6612.5,-6003.5,4701.0
397100,6331.0,5.0,-1693.0,2764.0,6575.0,-6203.5,4888.5
397200,6333.5,2.5,-1708.0,2729.0,6617.5,-6143.5,4838.5
397300,6328.5,7.5,-1798.0,2734.0,6555.0,-6141.0,4978.5
397400,6331.0,5.0,-1938.0,2669.0,6497.5,-6053.5,5156.0
397500,6328.5,7.5,-1733.0,2699.0,6360.0,-5948.5,4951.0
397600,6331.0,5.0,-1788.0,2799.0,6337.5,-5963.5,4946.0
397700,6333.5,2.5,-1748.0,2989.0,6392.5,-5911.0,4611.0
397800,6328.5,7.5,-1718.0,2914.0,6377.5,-5953.5,4708.5
397900,6331.0,5.0,-1805.5,3004.0,6295.0,-5933.5,4771.0
398000,6336.0,0.0,-1873.0,2791.5,6217.5,-6003.5,5203.5
398100,6333.5,2.5,-1848.0,2734.0,6245.0,-5801.0,5003.5
398200,6331.0,5.0,-1733.0,2879.0,6300.0,-5793.5,4678.5
398300,6333.5,2.5,-1848.0,2884.0,6227.5,-5781.0,4851.0
398400,6333.5,2.5,-1848.0,2854.0,6190.0,-5783.5,4921.0
398500,6331.0,5.0,-1883.0,2821.5,6152.5,-5788.5,5028.5
398600,6333.5,2.5,-1728.0,2899.0,6090.0,-5783.5,4856.0
398700,6333.5,2.5,-1678.0,2979.0,6192.5,-5676.0,4516.0
398800,6331.0,5.0,-1693.0,2929.0,6210.0,-5691.0,4576.0
398900,6333.5,2.5,-1668.0,2919.0,6332.5,-5648.5,4398.5
399000,6328.5,7.5,-1593.0,2814.0,6465.0,-5678.5,4321.0
399100,6331.0,5.0,-1483.0,2814.0,6360.0,-5671.0,4311.0
399200,6328.5,7.5,-1493.0,2819.0,6397.5,-5771.0,4376.0
399300,6336.0,0.0,-1410.5,2839.0,6355.0,-5778.5,4331.0
399400,6333.5,2.5,-1470.5,2994.0,6392.5,-5773.5,4191.0
399500,6461.0,0.0,-1553.0,3144.0,5980.0,-5916.0,4806.0
399600,6461.0,0.0,-1693.0,3089.0,6055.0,-5781.0,4791.0
399700,6466.0,0.0,-1713.0,3359.0,6035.0,-5806.0,4591.0
399800,6461.0,5.0,-1443.0,3189.0,6050.0,-5876.0,4541.0
399900,6466.0,0.0,-1223.0,3359.0,5860.0,-5756.0,4226.0
400000,6466.0,0.0,-1293.0,3404.0,5740.0,-6036.0,4651.0
400100,6466.0,0.0,-1243.0,3439.0,5585.0,-6171.0,4856.0
400200,6461.0,5.0,-1363.0,3444.0,5925.0,-6366.0,4821.0
400300,6466.0,0.0,-1173.0,3519.0,6040.0,-6391.0,4471.0
400400,6456.0,10.0,-1313.0,3639.0,5955.0,-6396.0,4571.0
400500,6461.0,5.0,-1403.0,3759.0,6030.0,-6281.0,4356.0
400600,6461.0,5.0,-1783.0,3794.0,6010.0,-6401.0,4841.0
400700,6461.0,5.0,-1323.0,3539.0,5930.0,-6766.0,5081.0
400800,6456.0,10.0,-1313.0,3509.0,6040.0,-6791.0,5011.0
400900,6456.0,10.0,-1373.0,3639.0,5740.0,-6776.0,5226.0
401000,6461.0,5.0,-1303.0,3369.0,5885.0,-6916.0,5426.0
401100,6451.0,15.0,-1303.0,3539.0,5740.0,-6846.0,5321.0
401200,6456.0,10.0,-1083.0,3544.0,5705.0,-6841.0,5131.0
401300,6456.0,10.0,-1003.0,3359.0,5685.0,-6806.0,5221.0
401400,6461.0,5.0,-993.0,3539.0,5835.0,-6586.0,4666.0
401500,6461.0,5.0,-883.0,3509.0,5930.0,-6506.0,4411.0
401600,6466.0,0.0,-983.0,3719.0,5920.0,-6391.0,4201.0
401700,6456.0,10.0,-1013.0,3809.0,5900.0,-6416.0,4176.0
401800,6466.0,0.0,-1193.0,3739.0,5925.0,-6266.0,4261.0
401900,6471.0,0.0,-1003.0,3849.0,5685.0,-6376.0,4316.0
402000,6461.0,10.0,-1208.0,3919.0,5960.0,-6501.0,4291.0
402100,6461.0,10.0,-1168.0,3869.0,6300.0,-6736.0,4196.0
402200,6471.0,0.0,-983.0,4099.0,6290.0,-6796.0,3861.0
402300,6461.0,10.0,-1133.0,3959.0,6370.0,-6756.0,4021.0
402400,6456.0,15.0,-1003.0,4224.0,6380.0,-6816.0,3671.0
402500,6466.0,5.0,-883.0,4414.0,6530.0,-6646.0,3051.0
402600,6461.0,10.0,-873.0,4139.0,6595.0,-6781.0,3381.0
402700,6461.0,10.0,-843.0,4074.0,6535.0,-6576.0,3271.0
402800,6466.0,5.0,-813.0,3969.0,6465.0,-6526.0,3371.0
402900,6456.0,15.0,-963.0,4109.0,6285.0,-6296.0,3321.0
403000,6471.0,0.0,-763.0,4099.0,6130.0,-6456.0,3461.0
403100,6451.0,20.0,-773.0,4209.0,6150.0,-6526.0,3391.0
403200,6461.0,10.0,-623.0,4149.0,6075.0,-6546.0,3406.0
403300,6456.0,15.0,-683.0,3884.0,6320.0,-6716.0,3651.0
403400,6456.0,15.0,-403.0,3869.0,6355.0,-6826.0,3461.0
403500,6466.0,5.0,-393.0,3949.0,6280.0,-6701.0,3331.0
403600,6456.0,15.0,-393.0,4099.0,6185.0,-6726.0,3291.0
403700,6461.0,10.0,-493.0,4129.0,6380.0,-6696.0,3141.0
403800,6461.0,10.0,-603.0,4209.0,6230.0,-6996.0,3621.0
403900,6451.0,20.0,-533.0,4339.0,6010.0,-7206.0,3841.0
404000,6456.0,15.0,-683.0,3989.0,5820.0,-7151.0,4481.0
404100,6466.0,5.0,-533.0,4139.0,5620.0,-6966.0,4206.0
404200,6291.0,180.0,-518.0,4159.0,5775.0,-6881.0,3756.0
404300,6461.0,10.0,-753.0,4149.0,5850.0,-6816.0,4031.0
404400,6466.0,5.0,-683.0,4339.0,5615.0,-6826.0,4021.0
404500,6461.0,10.0,-483.0,4249.0,5605.0,-6731.0,3821.0
404600,6451.0,20.0,-633.0,4204.0,5395.0,-6576.0,4061.0
404700,6461.0,10.0,-753.0,4249.0,5300.0,-6566.0,4231.0
404800,6461.0,10.0,-373.0,4249.0,5300.0,-6686.0,3971.0
404900,6461.0,10.0,-243.0,4279.0,5290.0,-6856.0,3991.0
405000,6456.0,15.0,-543.0,4409.0,5655.0,-7056.0,3991.0
405100,6471.0,0.0,-393.0,4449.0,5595.0,-7231.0,4051.0
405200,6461.0,10.0,-573.0,4549.0,5590.0,-7266.0,4161.0
405300,6461.0,10.0,-523.0,4799.0,5660.0,-7176.0,3701.0
405400,6451.0,20.0,-453.0,5049.0,5530.0,-7396.0,3721.0
405500,6461.0,10.0,-233.0,5079.0,5670.0,-7436.0,3381.0
405600,6456.0,15.0,-193.0,4944.0,5765.0,-7171.0,3111.0
405700,6456.0,15.0,-413.0,5009.0,5565.0,-7016.0,3311.0
405800,6461.0,10.0,-613.0,4804.0,5530.0,-6861.0,3601.0
405900,6461.0,10.0,-503.0,4639.0,5580.0,-6876.0,3621.0
406000,6456.0,15.0,-413.0,5039.0,5695.0,-6926.0,3061.0
406100,6451.0,20.0,-293.0,5309.0,5740.0,-7046.0,2741.0
406200,6476.0,0.0,-323.0,5019.0,5785.0,-6976.0,2971.0
406300,6451.0,25.0,-413.0,4949.0,5560.0,-6926.0,3281.0
406400,6456.0,20.0,-663.0,4864.0,5570.0,-6786.0,3471.0
406500,6461.0,15.0,-843.0,4884.0,5620.0,-6611.0,3411.0
406600,6466.0,10.0,-743.0,4909.0,5515.0,-6566.0,3351.0
406700,6466.0,10.0,-823.0,4934.0,5600.0,-6376.0,3131.0
406800,6461.0,15.0,-1093.0,4609.0,5495.0,-6231.0,3681.0
406900,6456.0,20.0,-1013.0,4464.0,5320.0,-6266.0,3951.0
407000,6461.0,15.0,-1133.0,4619.0,5290.0,-6336.0,4021.0
407100,6461.0,15.0,-1313.0,4469.0,5605.0,-6281.0,3981.0
407200,6461.0,15.0,-1193.0,4594.0,5570.0,-6416.0,3906.0
407300,6286.0,190.0,-1133.0,4839.0,5515.0,-6381.0,3446.0
407400,6456.0,20.0,-1083.0,4989.0,5645.0,-6476.0,3381.0
407500,6456.0,20.0,-1193.0,4939.0,5535.0,-6556.0,3731.0
407600,6466.0,10.0,-1343.0,5369.0,5540.0,-6746.0,3646.0
407700,6456.0,20.0,-1243.0,5494.0,5510.0,-6876.0,3571.0
407800,6461.0,15.0,-1223.0,5579.0,5130.0,-6806.0,3781.0
407900,6461.0,15.0,-1078.0,5639.0,5015.0,-6986.0,3871.0
408000,6466.0,10.0,-1383.0,5814.0,5010.0,-7086.0,4111.0
408100,6466.0,10.0,-1183.0,5794.0,4940.0,-7256.0,4171.0
408200,6466.0,10.0,-1043.0,5654.0,5080.0,-7096.0,3871.0
408300,6286.0,190.0,-1053.0,5569.0,5065.0,-7321.0,4026.0
408400,6451.0,25.0,-1133.0,5789.0,5080.0,-7406.0,4121.0
408500,6461.0,15.0,-1273.0,5669.0,5070.0,-7456.0,4451.0
408600,6466.0,10.0,-1203.0,5604.0,5130.0,-7166.0,4101.0
408700,6461.0,15.0,-1153.0,5504.0,5535.0,-7226.0,3801.0
408800,6466.0,10.0,-1153.0,5459.0,5690.0,-7281.0,3751.0
408900,6461.0,15.0,-1213.0,5509.0,5550.0,-7236.0,3851.0
409000,6466.0,10.0,-973.0,5254.0,5580.0,-7536.0,4141.0
409100,6466.0,10.0,-1023.0,5194.0,5750.0,-7436.0,3981.0
409200,6466.0,10.0,-1183.0,5199.0,5685.0,-7246.0,4011.0
409300,6461.0,15.0,-993.0,5279.0,5870.0,-7226.0,3531.0
409400,6471.0,5.0,-983.0,5444.0,6035.0,-7096.0,3071.0
409500,6461.0,15.0,-883.0,5404.0,6165.0,-7026.0,2801.0
409600,6451.0,25.0,-1013.0,5389.0,6100.0,-6946.0,2921.0
409700,6611.0,0.0,-913.0,5594.0,6130.0,-6836.0,2636.0
409800,6461.0,150.0,-1013.0,5854.0,6150.0,-6711.0,2181.0
409900,6461.0,150.0,-823.0,5794.0,5905.0,-6596.0,2181.0
410000,6456.0,155.0,-1108.0,5699.0,5700.0,-6666.0,2831.0
410100,6456.0,155.0,-803.0,5629.0,5665.0,-6646.0,2611.0
410200,6461.0,150.0,-773.0,5639.0,5650.0,-6776.0,2721.0
410300,6461.0,150.0,-883.0,5449.0,5770.0,-6706.0,2831.0
410400,6466.0,145.0,-963.0,5504.0,5915.0,-6601.0,2611.0
410500,6466.0,145.0,-943.0,5439.0,5975.0,-6836.0,2831.0
410600,6456.0,155.0,-783.0,5469.0,6010.0,-6661.0,2421.0
410700,6466.0,145.0,-703.0,5409.0,6005.0,-6736.0,2491.0
410800,6461.0,150.0,-803.0,5609.0,6030.0,-6636.0,2261.0
410900,6466.0,145.0,-723.0,5659.0,5980.0,-6466.0,2016.0
411000,6466.0,145.0,-753.0,5599.0,5895.0,-6426.0,2151.0
411100,6466.0,145.0,-543.0,5579.0,6045.0,-6236.0,1621.0
411200,6456.0,155.0,-463.0,5324.0,5850.0,-6086.0,1831.0
411300,6456.0,155.0,-443.0,5354.0,5770.0,-5926.0,1701.0
411400,6291.0,320.0,-383.0,5309.0,5935.0,-5866.0,1296.0
411500,6456.0,155.0,-343.0,5464.0,5710.0,-5756.0,1381.0
411600,6451.0,160.0,-503.0,5599.0,5670.0,-5646.0,1331.0
411700,6466.0,145.0,-273.0,5559.0,5800.0,-5631.0,1011.0
411800,6286.0,325.0,-293.0,5594.0,5760.0,-5546.0,771.0
411900,6456.0,155.0,-283.0,5429.0,5825.0,-5446.0,931.0
412000,6515.0,96.0,-241.0,5779.0,6033.0,-5511.0,455.0
412100,6515.0,96.0,-185.0,5975.0,5841.0,-5539.0,423.0
412200,6511.0,100.0,-89.0,6039.0,5841.0,-5715.0,435.0
412300,6511.0,100.0,-105.0,5995.0,5913.0,-5723.0,431.0
412400,6519.0,92.0,-305.0,6319.0,5945.0,-5659.0,219.0
412500,6515.0,96.0,-293.0,6303.0,5925.0,-5787.0,367.0
412600,6515.0,96.0,-329.0,6219.0,5785.0,-5723.0,563.0
412700,6511.0,100.0,-401.0,5943.0,5761.0,-5655.0,863.0
412800,6511.0,100.0,-425.0,5863.0,6021.0,-5859.0,911.0
412900,6511.0,100.0,-281.0,6063.0,6149.0,-5983.0,563.0
413000,6507.0,104.0,-281.0,5799.0,5945.0,-5947.0,991.0
413100,6511.0,100.0,-225.0,5847.0,6261.0,-5939.0,567.0
413200,6515.0,96.0,-417.0,6047.0,6249.0,-5763.0,399.0
413300,6515.0,96.0,-529.0,5907.0,6337.0,-5883.0,683.0
413400,6515.0,96.0,-329.0,5935.0,6365.0,-5831.0,375.0
413500,6515.0,96.0,-265.0,6083.0,6353.0,-5815.0,159.0
413600,6515.0,96.0,-89.0,5979.0,6353.0,-5631.0,-97.0
413700,6515.0,96.0,-297.0,6043.0,6397.0,-5583.0,-45.0
413800,6515.0,96.0,-313.0,6083.0,6337.0,-5279.0,-313.0
413900,6515.0,96.0,-153.0,6075.0,6345.0,-5415.0,-337.0
414000,6519.0,92.0,-89.0,6059.0,6441.0,-5559.0,-333.0
414100,6515.0,96.0,-257.0,6171.0,6441.0,-5447.0,-393.0
414200,6519.0,92.0,-537.0,6235.0,6209.0,-5579.0,191.0
414300,6519.0,92.0,-689.0,6395.0,6085.0,-5463.0,191.0
414400,6511.0,100.0,-585.0,6631.0,6165.0,-5555.0,-145.0
414500,6371.0,240.0,-537.0,6511.0,6165.0,-5479.0,-289.0
414600,6375.0,236.0,-529.0,6551.0,6001.0,-5431.0,-217.0
414700,6515.0,96.0,-561.0,6467.0,5989.0,-5331.0,-49.0
414800,6515.0,96.0,-585.0,6547.0,6149.0,-5491.0,-105.0
414900,6511.0,100.0,-657.0,6643.0,5989.0,-5503.0,39.0
415000,6519.0,92.0,-457.0,6579.0,5985.0,-5227.0,-361.0
415100,6515.0,96.0,-657.0,6523.0,5953.0,-5063.0,-241.0
415200,6511.0,100.0,-521.0,6455.0,5837.0,-5171.0,-89.0
415300,6519.0,92.0,-417.0,6379.0,5745.0,-5207.0,19.0
415400,6519.0,92.0,-601.0,6395.0,5657.0,-5139.0,207.0
415500,6515.0,96.0,-537.0,6379.0,5389.0,-5211.0,495.0
415600,6515.0,96.0,-537.0,6559.0,5465.0,-5243.0,271.0
415700,6515.0,96.0,-137.0,6379.0,5477.0,-5251.0,47.0
415800,6519.0,92.0,-89.0,6459.0,5593.0,-5175.0,-269.0
415900,6511.0,100.0,-57.0,6563.0,5305.0,-5131.0,-169.0
416000,6511.0,100.0,-97.0,6563.0,5465.0,-5079.0,-341.0
416100,6519.0,92.0,71.0,6531.0,5433.0,-4963.0,-553.0
416200,6519.0,92.0,31.0,6703.0,5233.0,-5067.0,-381.0
416300,6515.0,96.0,167.0,6495.0,5033.0,-5155.0,-25.0
416400,6515.0,96.0,111.0,6555.0,5017.0,-5091.0,-77.0
416500,6519.0,92.0,7.0,6655.0,5033.0,-5103.0,-73.0
416600,6515.0,96.0,87.0,6735.0,4913.0,-4755.0,-465.0
416700,6515.0,96.0,231.0,6723.0,4945.0,-4763.0,-621.0
416800,6515.0,96.0,159.0,6763.0,4737.0,-4983.0,-161.0
416900,6507.0,104.0,335.0,6827.0,4585.0,-4899.0,-341.0
417000,6515.0,96.0,515.0,6915.0,4737.0,-4775.0,-877.0
417100,6519.0,92.0,299.0,6743.0,5121.0,-4555.0,-1089.0
417200,6519.0,92.0,123.0,6663.0,5113.0,-4403.0,-977.0
417300,6515.0,96.0,31.0,6667.0,5145.0,-4235.0,-1093.0
417400,6515.0,96.0,-9.0,6631.0,5145.0,-3943.0,-1309.0
417500,6515.0,96.0,-177.0,6439.0,5145.0,-3899.0,-993.0
417600,6515.0,96.0,-153.0,6435.0,5137.0,-3783.0,-1121.0
417700,6515.0,96.0,-1.0,6403.0,5161.0,-3595.0,-1453.0
417800,6515.0,96.0,39.0,6495.0,5089.0,-3367.0,-1741.0
417900,6519.0,92.0,183.0,6547.0,5017.0,-3183.0,-2045.0
418000,6515.0,96.0,199.0,6667.0,5177.0,-2991.0,-2537.0
418100,6515.0,96.0,211.0,6339.0,5185.0,-3215.0,-2005.0
418200,6568.0,43.0,153.0,6287.0,5172.0,-3185.0,-1859.0
418300,6568.0,43.0,12.0,6182.0,5118.0,-3257.0,-1487.0
418400,6574.0,37.0,51.0,6149.0,5046.0,-3368.0,-1304.0
418500,6568.0,43.0,75.0,6059.0,4968.0,-3137.0,-1397.0
418600,6688.0,0.0,125.0,6024.0,5015.0,-3183.0,-1293.0
418700,6683.0,5.0,-15.0,6099.0,4945.0,-3273.0,-1073.0
418800,6688.0,0.0,45.0,6124.0,4810.0,-3293.0,-998.0
418900,6683.0,5.0,15.0,5934.0,5050.0,-3093.0,-1223.0
419000,6678.0,10.0,-75.0,5994.0,5150.0,-3133.0,-1258.0
419100,6678.0,10.0,-315.0,5654.0,5070.0,-2928.0,-803.0
419200,6688.0,0.0,-325.0,5759.0,5125.0,-3023.0,-848.0
419300,6688.0,0.0,-135.0,5519.0,5245.0,-2993.0,-948.0
419400,6688.0,0.0,-95.0,5349.0,5010.0,-2923.0,-653.0
419500,6688.0,0.0,-185.0,5284.0,4780.0,-2958.0,-233.0
419600,6683.0,5.0,-255.0,5479.0,4810.0,-2903.0,-448.0
419700,6678.0,10.0,-315.0,5529.0,4710.0,-2878.0,-368.0
419800,6688.0,0.0,-475.0,5459.0,4610.0,-3068.0,162.0
419900,6683.0,5.0,-395.0,5479.0,4640.0,-3213.0,172.0
420000,6693.0,0.0,-405.0,5519.0,4500.0,-3253.0,332.0
420100,6678.0,15.0,-545.0,5489.0,4480.0,-3223.0,477.0
420200,6678.0,15.0,-515.0,5449.0,4230.0,-3203.0,717.0
420300,6688.0,5.0,-545.0,5419.0,4270.0,-3113.0,657.0
420400,6683.0,10.0,-685.0,5519.0,4410.0,-3003.0,442.0
420500,6688.0,5.0,-785.0,5744.0,4720.0,-2673.0,-318.0
420600,6678.0,15.0,-785.0,5594.0,4790.0,-2898.0,-23.0
