product,k_taker_only,scale,final_pnl,sharpe
VEV_5400,1.4949999999999999,1.15,14700.0,1.777161234417523
VEV_5400,1.105,0.85,23513.0,2.252986905659447
VEV_5400,0.9099999999999999,0.7,24891.0,2.207583941851248
VEV_5400,1.3,1.0,19145.0,1.9741811916845142
VEV_5400,1.9500000000000002,1.5,12145.0,1.6472640378851438
VEV_5400,1.6900000000000002,1.3,12309.0,1.5682741861869998
