product,acd,final_pnl,sharpe
VEV_5300,2,27296.0,1.3673669802750559
VEV_5300,1.5,30947.0,1.5534107934315193
VEV_5300,1,37314.0,2.0398035116084947
VEV_5300,0.5,-242.0,-0.012582472746167755
VEV_5300,3,27266.0,1.365854879533661
VEV_5300,3.5,27266.0,1.365854879533661
VEV_5300,2.5,27266.0,1.365854879533661
