product,k_taker_only,scale,final_pnl,sharpe
VEV_5500,0.9099999999999999,0.7,7610.0,1.1277776225981966
VEV_5500,1.105,0.85,7608.0,1.2568655647367541
VEV_5500,1.4949999999999999,1.15,7323.0,1.365170109277165
VEV_5500,1.3,1.0,8067.0,1.3986513434346026
VEV_5500,1.9500000000000002,1.5,4020.0,0.9799115603304664
VEV_5500,1.6900000000000002,1.3,5197.0,1.0635461569715443
