product,acd,final_pnl,sharpe
VEV_4000,10,23870.0,0.44784377506103396
VEV_4000,9.5,16384.0,1.460212480778262
VEV_4000,9,16384.0,1.460212480778262
VEV_4000,8.5,16384.0,1.460212480778262
VEV_4000,11,43958.0,1.339925705150158
VEV_4000,10.5,33105.0,1.2800752833360727
VEV_4000,12,42397.0,1.2748813314400727
VEV_4000,11.5,42474.0,1.2783874493685152
VEV_4000,12.5,42397.0,1.2748813314400727
