product,halflife,threshold_scale,threshold_value,final_pnl,sharpe
VEV_5400,10000,0.5,2.0,14252.0,1.1964349562335015
VEV_5400,4000,0.5,2.0,15316.0,1.3536765770989916
VEV_5400,500,0.5,2.0,10814.0,1.0719055671616817
VEV_5400,1500,0.5,2.0,13574.0,1.2187062042608723
VEV_5400,4000,0.75,3.0,17388.0,1.715540034623581
VEV_5400,500,0.75,3.0,12771.0,1.6258908464705202
VEV_5400,1500,0.75,3.0,15948.0,1.6014018129299754
VEV_5400,25000,0.5,2.0,9854.0,0.8024483729155554
VEV_5400,10000,0.75,3.0,15718.0,1.4296218317484901
VEV_5400,500,1.0,4.0,9886.0,1.5809559137466314
VEV_5400,25000,0.75,3.0,14092.0,1.2057402980406944
VEV_5400,1500,1.0,4.0,14114.0,1.5836051285433725
VEV_5400,4000,1.0,4.0,14998.0,1.7035307496930332
VEV_5400,25000,1.0,4.0,14516.0,1.3275036855030615
VEV_5400,500,1.5,6.0,1421.0,0.694922143980358
VEV_5400,10000,1.0,4.0,14804.0,1.4822842436945236
VEV_5400,1500,1.5,6.0,7469.0,1.4294141662960278
VEV_5400,10000,1.5,6.0,10656.0,1.3692902788547914
VEV_5400,25000,1.5,6.0,9233.0,1.1025865878249592
VEV_5400,4000,1.5,6.0,12158.0,2.168979538453959
VEV_5400,500,2.0,8.0,0.0,0.0
VEV_5400,4000,2.0,8.0,0.0,0.0
VEV_5400,10000,2.0,8.0,1865.0,0.44638811386639504
VEV_5400,1500,2.0,8.0,0.0,0.0
VEV_5400,25000,2.0,8.0,394.0,0.07776478703848073
