product,k_taker_only,scale,final_pnl,sharpe
VEV_5100,0.8250000000000001,0.55,98235.0,2.6697267574407944
VEV_5100,1.0499999999999998,0.7,101443.0,2.8652550673031376
VEV_5100,0.675,0.45,94314.0,2.4926316101482295
VEV_5100,0.5249999999999999,0.35,90570.0,2.3525422937155307
VEV_5100,1.275,0.85,95011.0,2.855107603179189
VEV_5100,1.7249999999999999,1.15,59034.0,2.2114043491646758
VEV_5100,1.5,1.0,80236.0,2.7010108276030564
