product,acd,final_pnl,sharpe
VEV_5200,1,9028.0,0.31509411928708275
VEV_5200,0.5,1188.0,0.08984789734888216
VEV_5200,1.5,67383.0,2.2313228300515173
VEV_5200,2,47766.0,1.5081068211744335
VEV_5200,3,43192.0,1.3584726855194327
VEV_5200,3.5,43192.0,1.3584726855194327
VEV_5200,2.5,43192.0,1.358407462300016
