product,acd,final_pnl,sharpe
VEV_5000,2.5,21288.0,0.5764005652586324
VEV_5000,3,39820.0,1.2323748138740362
VEV_5000,3.5,92638.0,2.2876309724889343
VEV_5000,2,9966.0,1.4393258196292584
VEV_5000,5.5,82563.0,2.0015593834441425
VEV_5000,4.5,82563.0,2.0015593834441425
VEV_5000,5,82563.0,2.0015593834441425
VEV_5000,4,83991.0,2.0564530927454228
VEV_5000,6,82563.0,2.0015593834441425
