product,k_taker_only,scale,final_pnl,sharpe
VEV_5400,0.5850000000000001,0.45,22438.0,1.8402540720343412
VEV_5400,0.9099999999999999,0.7,24891.0,2.207583941851248
VEV_5400,0.45499999999999996,0.35,21007.0,1.6659503037563477
VEV_5400,0.7150000000000001,0.55,22879.0,1.9147341165370326
VEV_5400,1.105,0.85,23513.0,2.252986905659447
VEV_5400,1.4949999999999999,1.15,14700.0,1.777161234417523
VEV_5400,1.3,1.0,19145.0,1.9741811916845142
