product,halflife,threshold_scale,threshold_value,final_pnl,sharpe
VEV_5100,4000,0.5,6.0,79294.0,1.938390371762241
VEV_5100,1500,0.5,6.0,65290.0,1.6227957627101237
VEV_5100,10000,0.5,6.0,78492.0,1.9109550484474422
VEV_5100,500,0.5,6.0,29909.0,0.7794464234246665
VEV_5100,25000,0.5,6.0,80842.0,1.952981978236539
VEV_5100,4000,0.75,9.0,77617.0,1.9889261883077747
VEV_5100,1500,0.75,9.0,68363.0,1.7729209974682105
VEV_5100,500,0.75,9.0,52157.0,1.477644075024549
VEV_5100,25000,0.75,9.0,80842.0,2.02488431887674
VEV_5100,1500,1.0,12.0,78336.5,2.17290662299928
VEV_5100,500,1.0,12.0,62414.0,1.9487025196211374
VEV_5100,10000,0.75,9.0,76828.0,1.9453469532600378
VEV_5100,4000,1.0,12.0,90232.0,2.370799167322107
VEV_5100,25000,1.0,12.0,84039.0,2.185267260811472
VEV_5100,500,1.5,18.0,41467.0,1.7446012220890215
VEV_5100,10000,1.0,12.0,82296.0,2.151181243011031
VEV_5100,4000,1.5,18.0,85004.0,2.5365143797209004
VEV_5100,1500,1.5,18.0,69186.0,2.2263659730556564
VEV_5100,25000,1.5,18.0,95070.5,2.7067343997329893
VEV_5100,10000,1.5,18.0,89215.0,2.5570702340094393
VEV_5100,500,2.0,24.0,31309.0,1.9493606791475055
VEV_5100,1500,2.0,24.0,60236.0,2.491039097694999
VEV_5100,4000,2.0,24.0,64954.0,2.4240023133457607
VEV_5100,10000,2.0,24.0,69691.0,2.498407430100484
VEV_5100,25000,2.0,24.0,91903.0,3.2757522994567685
