product,halflife,threshold_scale,threshold_value,final_pnl,sharpe
VEV_5100,1500,0.5,8.5,93837.5,2.5555320325959485
VEV_5100,10000,0.5,8.5,93837.5,2.5555320325959485
VEV_5100,500,0.5,8.5,93837.5,2.5555320325959485
VEV_5100,4000,0.5,8.5,93837.5,2.5555320325959485
VEV_5100,1500,0.75,12.75,96980.0,2.8668294233076335
VEV_5100,4000,0.75,12.75,96980.0,2.8668294233076335
VEV_5100,500,0.75,12.75,96980.0,2.8668294233076335
VEV_5100,25000,0.5,8.5,93837.5,2.5555320325959485
VEV_5100,25000,0.75,12.75,96980.0,2.8668294233076335
VEV_5100,500,1.0,17.0,74426.5,2.524998228100176
VEV_5100,10000,0.75,12.75,96980.0,2.8668294233076335
VEV_5100,1500,1.0,17.0,74426.5,2.524998228100176
VEV_5100,500,1.5,25.5,38606.5,1.8762377012515112
VEV_5100,10000,1.0,17.0,74426.5,2.524998228100176
VEV_5100,25000,1.0,17.0,74426.5,2.524998228100176
VEV_5100,4000,1.0,17.0,74426.5,2.524998228100176
VEV_5100,1500,1.5,25.5,38606.5,1.8762377012515112
VEV_5100,4000,1.5,25.5,38606.5,1.8762377012515112
VEV_5100,10000,1.5,25.5,38606.5,1.8762377012515112
VEV_5100,25000,1.5,25.5,38606.5,1.8762377012515112
VEV_5100,500,2.0,34.0,30890.5,2.8465715701669327
VEV_5100,4000,2.0,34.0,30890.5,2.8465715701669327
VEV_5100,1500,2.0,34.0,30890.5,2.8465715701669327
VEV_5100,10000,2.0,34.0,30890.5,2.8465715701669327
VEV_5100,25000,2.0,34.0,30890.5,2.8465715701669327
